type,organism,dnds
NE,S. pombe,0.0835
NE,S. pombe,0.1001
NE,S. pombe,0.1539
NE,S. pombe,0.1383
NE,S. pombe,0.19545
NE,S. pombe,0.2282
NE,S. pombe,0.1246
NE,S. pombe,0.194
NE,S. pombe,0.138
NE,S. pombe,0.0782
NE,S. pombe,0.1503
NE,S. pombe,0.123
NE,S. pombe,0.07
NE,S. pombe,0.07205
NE,S. pombe,0.12730000000000002
NE,S. pombe,0.1345
NE,S. pombe,0.22015
NE,S. pombe,0.0312
NE,S. pombe,0.1331
NE,S. pombe,0.0196
NE,S. pombe,0.1037
NE,S. pombe,0.116
NE,S. pombe,0.2457
NE,S. pombe,0.1397
NE,S. pombe,0.1726
NE,S. pombe,0.0817
NE,S. pombe,0.0948
NE,S. pombe,0.1437
NE,S. pombe,0.1204
NE,S. pombe,0.1191
NE,S. pombe,0.0765
NE,S. pombe,0.0954
NE,S. pombe,0.1885
NE,S. pombe,0.1844
NE,S. pombe,0.0761
NE,S. pombe,0.0435
NE,S. pombe,0.0697
NE,S. pombe,0.2328
NE,S. pombe,0.1297
NE,S. pombe,0.1109
NE,S. pombe,0.1846
NE,S. pombe,0.0872
NE,S. pombe,0.0957
NE,S. pombe,0.1395
NE,S. pombe,0.0371
NE,S. pombe,0.118
NE,S. pombe,0.31045
NE,S. pombe,0.1627
NE,S. pombe,0.2446
NE,S. pombe,0.0691
NE,S. pombe,0.1939
NE,S. pombe,0.1663
NE,S. pombe,0.05305
NE,S. pombe,0.1356
NE,S. pombe,0.2002
NE,S. pombe,0.0431
NE,S. pombe,0.0702
NE,S. pombe,0.0633
NE,S. pombe,0.1588
NE,S. pombe,0.302
NE,S. pombe,0.0496
NE,S. pombe,0.2053
NE,S. pombe,0.0759
NE,S. pombe,0.0843
NE,S. pombe,0.1893
NE,S. pombe,0.1155
NE,S. pombe,0.0468
NE,S. pombe,0.1095
NE,S. pombe,0.0891
NE,S. pombe,0.16144999999999998
NE,S. pombe,0.113
NE,S. pombe,0.1322
NE,S. pombe,0.168
NE,S. pombe,0.1464
NE,S. pombe,0.1109
NE,S. pombe,0.1574
NE,S. pombe,0.1306
NE,S. pombe,0.0907
NE,S. pombe,0.4042
NE,S. pombe,0.2909
NE,S. pombe,0.1055
NE,S. pombe,0.0645
NE,S. pombe,0.1192
NE,S. pombe,0.1283
NE,S. pombe,0.1075
NE,S. pombe,0.0849
NE,S. pombe,0.1008
NE,S. pombe,0.2545
NE,S. pombe,0.0665
NE,S. pombe,0.1395
NE,S. pombe,0.0884
NE,S. pombe,0.1391
NE,S. pombe,0.1392
NE,S. pombe,0.098
NE,S. pombe,0.1226
NE,S. pombe,0.2237
NE,S. pombe,0.0575
NE,S. pombe,0.0606
NE,S. pombe,0.1168
NE,S. pombe,0.07305
NE,S. pombe,0.06235
NE,S. pombe,0.0862
NE,S. pombe,0.375
NE,S. pombe,0.1301
NE,S. pombe,0.09755
NE,S. pombe,0.2185
NE,S. pombe,0.0927
NE,S. pombe,0.1164
NE,S. pombe,0.21195
NE,S. pombe,0.1023
NE,S. pombe,0.0818
NE,S. pombe,0.1752
NE,S. pombe,0.3972
NE,S. pombe,0.11645
NE,S. pombe,0.0555
NE,S. pombe,0.1899
NE,S. pombe,0.06915
NE,S. pombe,0.04975
NE,S. pombe,0.1209
NE,S. pombe,0.1276
NE,S. pombe,0.1305
NE,S. pombe,0.2248
NE,S. pombe,0.1617
NE,S. pombe,0.1278
NE,S. pombe,0.0682
NE,S. pombe,0.38475000000000004
NE,S. pombe,0.0615
NE,S. pombe,0.1191
NE,S. pombe,0.0919
NE,S. pombe,0.1207
NE,S. pombe,0.31225
NE,S. pombe,0.084
NE,S. pombe,0.1958
NE,S. pombe,0.0681
NE,S. pombe,0.1003
NE,S. pombe,0.2196
NE,S. pombe,0.1364
NE,S. pombe,0.2659
NE,S. pombe,0.0807
NE,S. pombe,0.1989
NE,S. pombe,0.0559
NE,S. pombe,0.1016
NE,S. pombe,0.0451
NE,S. pombe,0.1762
NE,S. pombe,0.083
NE,S. pombe,0.1044
NE,S. pombe,0.0753
NE,S. pombe,0.07
NE,S. pombe,0.098
NE,S. pombe,0.185
NE,S. pombe,0.1092
NE,S. pombe,0.1773
NE,S. pombe,0.0539
NE,S. pombe,0.11265
NE,S. pombe,0.1377
NE,S. pombe,0.2243
NE,S. pombe,0.0882
NE,S. pombe,0.1058
NE,S. pombe,0.0814
NE,S. pombe,0.0963
NE,S. pombe,0.1025
NE,S. pombe,0.1216
NE,S. pombe,0.0813
NE,S. pombe,0.2869
NE,S. pombe,0.1774
NE,S. pombe,0.079
NE,S. pombe,0.1299
NE,S. pombe,0.1007
NE,S. pombe,0.0816
NE,S. pombe,0.109
NE,S. pombe,0.21500000000000002
NE,S. pombe,0.4032
NE,S. pombe,0.1147
NE,S. pombe,0.1743
NE,S. pombe,0.1764
NE,S. pombe,0.0867
NE,S. pombe,0.1284
NE,S. pombe,0.1099
NE,S. pombe,0.1107
NE,S. pombe,0.1145
NE,S. pombe,0.1018
NE,S. pombe,0.0614
NE,S. pombe,0.1602
NE,S. pombe,0.0723
NE,S. pombe,0.0302
NE,S. pombe,0.1068
NE,S. pombe,0.0873
NE,S. pombe,0.2204
NE,S. pombe,0.2152
NE,S. pombe,0.0496
NE,S. pombe,0.1204
NE,S. pombe,0.0725
NE,S. pombe,0.1805
NE,S. pombe,0.37429999999999997
NE,S. pombe,0.0878
NE,S. pombe,0.121
NE,S. pombe,0.1536
NE,S. pombe,0.139
NE,S. pombe,0.2021
NE,S. pombe,0.0595
NE,S. pombe,0.23475000000000001
NE,S. pombe,0.1351
NE,S. pombe,0.0676
NE,S. pombe,0.4003
NE,S. pombe,0.1269
NE,S. pombe,0.0673
NE,S. pombe,0.0792
NE,S. pombe,0.1616
NE,S. pombe,0.1725
NE,S. pombe,0.0662
NE,S. pombe,0.20835
NE,S. pombe,0.0382
NE,S. pombe,0.11424999999999999
NE,S. pombe,0.1633
NE,S. pombe,0.1931
NE,S. pombe,0.0595
NE,S. pombe,0.1037
NE,S. pombe,0.1496
NE,S. pombe,0.1343
NE,S. pombe,0.0742
NE,S. pombe,0.1044
NE,S. pombe,0.1116
NE,S. pombe,0.147
NE,S. pombe,0.242
NE,S. pombe,0.1307
NE,S. pombe,0.0772
NE,S. pombe,0.2115
NE,S. pombe,0.1341
NE,S. pombe,0.0757
NE,S. pombe,0.2333
NE,S. pombe,0.119
NE,S. pombe,0.14465
NE,S. pombe,0.0832
NE,S. pombe,0.0538
NE,S. pombe,0.0954
NE,S. pombe,0.1178
NE,S. pombe,0.0589
NE,S. pombe,0.0669
NE,S. pombe,0.11555
NE,S. pombe,0.223
NE,S. pombe,0.1284
NE,S. pombe,0.0522
NE,S. pombe,0.18625
NE,S. pombe,0.0651
NE,S. pombe,0.0798
NE,S. pombe,0.1828
NE,S. pombe,0.2473
NE,S. pombe,0.0159
NE,S. pombe,0.0773
NE,S. pombe,0.2044
NE,S. pombe,0.1202
NE,S. pombe,0.14585
NE,S. pombe,0.0354
NE,S. pombe,0.1482
NE,S. pombe,0.1315
NE,S. pombe,0.15775
NE,S. pombe,0.1297
NE,S. pombe,0.0848
NE,S. pombe,0.0499
NE,S. pombe,0.2084
NE,S. pombe,0.0516
NE,S. pombe,0.2149
NE,S. pombe,0.1867
NE,S. pombe,0.2242
NE,S. pombe,0.2083
NE,S. pombe,0.0502
NE,S. pombe,0.11
NE,S. pombe,0.1498
NE,S. pombe,0.1808
NE,S. pombe,0.0837
NE,S. pombe,0.18875
NE,S. pombe,0.1217
NE,S. pombe,0.1036
NE,S. pombe,0.1331
NE,S. pombe,0.1172
NE,S. pombe,0.2128
NE,S. pombe,0.0215
NE,S. pombe,0.0898
NE,S. pombe,0.0791
NE,S. pombe,0.3164
NE,S. pombe,0.0569
NE,S. pombe,0.1234
NE,S. pombe,0.1348
NE,S. pombe,0.1063
NE,S. pombe,0.2143
NE,S. pombe,0.0651
NE,S. pombe,0.0612
NE,S. pombe,0.1445
NE,S. pombe,0.0552
NE,S. pombe,0.05295
NE,S. pombe,0.2329
NE,S. pombe,0.025
NE,S. pombe,0.15865
NE,S. pombe,0.2094
NE,S. pombe,0.1764
NE,S. pombe,0.0917
NE,S. pombe,0.1276
NE,S. pombe,0.2196
NE,S. pombe,0.0746
NE,S. pombe,0.07195
NE,S. pombe,0.1447
NE,S. pombe,0.084
NE,S. pombe,0.1247
NE,S. pombe,0.14
NE,S. pombe,0.1169
NE,S. pombe,0.1854
NE,S. pombe,0.1022
NE,S. pombe,0.1798
NE,S. pombe,0.0689
NE,S. pombe,0.1891
NE,S. pombe,0.174
NE,S. pombe,0.0759
NE,S. pombe,0.1247
NE,S. pombe,0.0864
NE,S. pombe,0.1875
NE,S. pombe,0.08954999999999999
NE,S. pombe,0.0518
NE,S. pombe,0.1597
NE,S. pombe,0.1905
NE,S. pombe,0.2423
NE,S. pombe,0.102
NE,S. pombe,0.0512
NE,S. pombe,0.0311
NE,S. pombe,0.1407
NE,S. pombe,0.0424
NE,S. pombe,0.135
NE,S. pombe,0.1803
NE,S. pombe,0.1769
NE,S. pombe,0.1541
NE,S. pombe,0.2216
NE,S. pombe,0.07505
NE,S. pombe,0.4707
NE,S. pombe,0.09525
NE,S. pombe,0.1268
NE,S. pombe,0.2239
NE,S. pombe,0.0516
NE,S. pombe,0.09215000000000001
NE,S. pombe,0.1681
NE,S. pombe,0.1243
NE,S. pombe,0.1309
NE,S. pombe,0.0956
NE,S. pombe,0.104
NE,S. pombe,0.1159
NE,S. pombe,0.0596
NE,S. pombe,0.332
NE,S. pombe,0.2232
NE,S. pombe,0.1378
NE,S. pombe,0.172
NE,S. pombe,0.1238
NE,S. pombe,0.0719
NE,S. pombe,0.1032
NE,S. pombe,0.0794
NE,S. pombe,0.0994
NE,S. pombe,0.1554
NE,S. pombe,0.24814999999999998
NE,S. pombe,0.04995
NE,S. pombe,0.0638
NE,S. pombe,0.0511
NE,S. pombe,0.0407
NE,S. pombe,0.1547
NE,S. pombe,0.245
NE,S. pombe,0.1737
NE,S. pombe,0.0847
NE,S. pombe,0.07494999999999999
NE,S. pombe,0.01425
NE,S. pombe,0.0968
NE,S. pombe,0.2526
NE,S. pombe,0.089
NE,S. pombe,0.1827
NE,S. pombe,0.0881
NE,S. pombe,0.0508
NE,S. pombe,0.0711
NE,S. pombe,0.1208
NE,S. pombe,0.0411
NE,S. pombe,0.0638
NE,S. pombe,0.14705000000000001
NE,S. pombe,0.135
NE,S. pombe,0.112
NE,S. pombe,0.1776
NE,S. pombe,0.04645
NE,S. pombe,0.0874
NE,S. pombe,0.1373
NE,S. pombe,0.0862
NE,S. pombe,0.119
NE,S. pombe,0.05955
NE,S. pombe,0.0798
NE,S. pombe,0.0993
NE,S. pombe,0.0929
NE,S. pombe,0.14029999999999998
NE,S. pombe,0.0482
NE,S. pombe,0.0541
NE,S. pombe,0.1315
NE,S. pombe,0.23305
NE,S. pombe,0.0566
NE,S. pombe,0.1234
NE,S. pombe,0.0686
NE,S. pombe,0.0808
NE,S. pombe,0.0762
NE,S. pombe,0.0458
NE,S. pombe,0.1845
NE,S. pombe,0.1786
NE,S. pombe,0.1286
NE,S. pombe,0.1367
NE,S. pombe,0.0733
NE,S. pombe,0.0522
NE,S. pombe,0.04075
NE,S. pombe,0.27554999999999996
NE,S. pombe,0.2792
NE,S. pombe,0.1722
NE,S. pombe,0.04715
NE,S. pombe,0.1982
NE,S. pombe,0.0927
NE,S. pombe,0.1236
NE,S. pombe,0.1292
NE,S. pombe,0.1034
NE,S. pombe,0.0732
NE,S. pombe,0.1301
NE,S. pombe,0.0784
NE,S. pombe,0.0653
NE,S. pombe,0.17195
NE,S. pombe,0.0548
NE,S. pombe,0.1214
NE,S. pombe,0.1387
NE,S. pombe,0.1223
NE,S. pombe,0.1198
NE,S. pombe,0.245
NE,S. pombe,0.1213
NE,S. pombe,0.0434
NE,S. pombe,0.0827
NE,S. pombe,0.1197
NE,S. pombe,0.0746
NE,S. pombe,0.085
NE,S. pombe,0.1063
NE,S. pombe,0.2009
NE,S. pombe,0.1347
NE,S. pombe,0.1351
NE,S. pombe,0.1929
NE,S. pombe,0.1108
NE,S. pombe,0.105
NE,S. pombe,0.3662
NE,S. pombe,0.4038
NE,S. pombe,0.1069
NE,S. pombe,0.1849
NE,S. pombe,0.3943
NE,S. pombe,0.0908
NE,S. pombe,0.128
NE,S. pombe,0.0616
NE,S. pombe,0.25734999999999997
NE,S. pombe,0.30845
NE,S. pombe,0.0999
NE,S. pombe,0.1673
NE,S. pombe,0.1273
NE,S. pombe,0.0491
NE,S. pombe,0.0666
NE,S. pombe,0.1887
NE,S. pombe,0.1192
NE,S. pombe,0.0863
NE,S. pombe,0.22649999999999998
NE,S. pombe,0.1119
NE,S. pombe,0.1213
NE,S. pombe,0.27215
NE,S. pombe,0.0466
NE,S. pombe,0.0717
NE,S. pombe,0.25845
NE,S. pombe,0.1292
NE,S. pombe,0.044
NE,S. pombe,0.1131
NE,S. pombe,0.1355
NE,S. pombe,0.1082
NE,S. pombe,0.1114
NE,S. pombe,0.158
NE,S. pombe,0.1344
NE,S. pombe,0.1918
NE,S. pombe,0.0702
NE,S. pombe,0.0947
NE,S. pombe,0.1557
NE,S. pombe,0.1674
NE,S. pombe,0.09895000000000001
NE,S. pombe,0.0705
NE,S. pombe,0.1747
NE,S. pombe,0.0887
NE,S. pombe,0.0992
NE,S. pombe,0.0885
NE,S. pombe,0.1487
NE,S. pombe,0.0179
NE,S. pombe,0.2255
NE,S. pombe,0.2051
NE,S. pombe,0.2296
NE,S. pombe,0.0617
NE,S. pombe,0.2716
NE,S. pombe,0.0707
NE,S. pombe,0.0854
NE,S. pombe,0.1128
NE,S. pombe,0.1731
NE,S. pombe,0.1731
NE,S. pombe,0.071
NE,S. pombe,0.22699999999999998
NE,S. pombe,0.0962
NE,S. pombe,0.0835
NE,S. pombe,0.1675
NE,S. pombe,0.113
NE,S. pombe,0.2033
NE,S. pombe,0.07295
NE,S. pombe,0.0734
NE,S. pombe,0.0734
NE,S. pombe,0.0423
NE,S. pombe,0.1678
NE,S. pombe,0.0591
NE,S. pombe,0.1128
NE,S. pombe,0.0391
NE,S. pombe,0.201
NE,S. pombe,0.17125
NE,S. pombe,0.0816
NE,S. pombe,0.10605
NE,S. pombe,0.1164
NE,S. pombe,0.1633
NE,S. pombe,0.0916
NE,S. pombe,0.105
NE,S. pombe,0.1519
NE,S. pombe,0.0907
NE,S. pombe,0.2098
NE,S. pombe,0.0541
NE,S. pombe,0.09584999999999999
NE,S. pombe,0.0993
NE,S. pombe,0.2067
NE,S. pombe,0.0847
NE,S. pombe,0.2365
NE,S. pombe,0.2107
NE,S. pombe,0.0435
NE,S. pombe,0.3508
NE,S. pombe,0.1065
NE,S. pombe,0.138
NE,S. pombe,0.0565
NE,S. pombe,0.1333
NE,S. pombe,0.08725
NE,S. pombe,0.2218
NE,S. pombe,0.0961
NE,S. pombe,0.1187
NE,S. pombe,0.28235
NE,S. pombe,0.1234
NE,S. pombe,0.07
NE,S. pombe,0.0374
NE,S. pombe,0.0363
NE,S. pombe,0.3093
NE,S. pombe,0.1706
NE,S. pombe,0.1361
NE,S. pombe,0.2685
NE,S. pombe,0.1828
NE,S. pombe,0.1652
NE,S. pombe,0.1346
NE,S. pombe,0.091
NE,S. pombe,0.10114999999999999
NE,S. pombe,0.14065
NE,S. pombe,0.0296
NE,S. pombe,0.0821
NE,S. pombe,0.1064
NE,S. pombe,0.1176
NE,S. pombe,0.20015
NE,S. pombe,0.1996
NE,S. pombe,0.11455
NE,S. pombe,0.2586
NE,S. pombe,0.1065
NE,S. pombe,0.0292
NE,S. pombe,0.0649
NE,S. pombe,0.0613
NE,S. pombe,0.1059
NE,S. pombe,0.1099
NE,S. pombe,0.1423
NE,S. pombe,0.2367
NE,S. pombe,0.0357
NE,S. pombe,0.2885
NE,S. pombe,0.2534
NE,S. pombe,0.06755
NE,S. pombe,0.26335
NE,S. pombe,0.1297
NE,S. pombe,0.0783
NE,S. pombe,0.109
NE,S. pombe,0.1425
NE,S. pombe,0.2776
NE,S. pombe,0.0889
NE,S. pombe,0.1032
NE,S. pombe,0.29505
NE,S. pombe,0.2549
NE,S. pombe,0.1626
NE,S. pombe,0.0941
NE,S. pombe,0.0873
NE,S. pombe,0.1167
NE,S. pombe,0.0719
NE,S. pombe,0.22025
NE,S. pombe,0.2798
NE,S. pombe,0.1105
NE,S. pombe,0.1385
NE,S. pombe,0.1836
NE,S. pombe,0.11515
NE,S. pombe,0.027
NE,S. pombe,0.06945000000000001
NE,S. pombe,0.1646
NE,S. pombe,0.246
NE,S. pombe,0.4727
NE,S. pombe,0.2159
NE,S. pombe,0.0603
NE,S. pombe,0.17975000000000002
NE,S. pombe,0.0823
NE,S. pombe,0.0913
NE,S. pombe,0.07014999999999999
NE,S. pombe,0.08825
NE,S. pombe,0.0983
NE,S. pombe,0.1707
NE,S. pombe,0.1311
NE,S. pombe,0.1702
NE,S. pombe,0.1011
NE,S. pombe,0.0862
NE,S. pombe,0.1264
NE,S. pombe,0.1508
NE,S. pombe,0.0611
NE,S. pombe,0.09775
NE,S. pombe,0.1522
NE,S. pombe,0.057
NE,S. pombe,0.0361
NE,S. pombe,0.1428
NE,S. pombe,0.1738
NE,S. pombe,0.0968
NE,S. pombe,0.0947
NE,S. pombe,0.174
NE,S. pombe,0.1295
NE,S. pombe,0.1457
NE,S. pombe,0.187
NE,S. pombe,0.1574
NE,S. pombe,0.0537
NE,S. pombe,0.1062
NE,S. pombe,0.1179
NE,S. pombe,0.2094
NE,S. pombe,0.1299
NE,S. pombe,0.151
NE,S. pombe,0.0888
NE,S. pombe,0.0394
NE,S. pombe,0.0827
NE,S. pombe,0.0735
NE,S. pombe,0.1895
NE,S. pombe,0.2015
NE,S. pombe,0.1633
NE,S. pombe,0.1714
NE,S. pombe,0.0118
NE,S. pombe,0.1184
NE,S. pombe,0.1022
NE,S. pombe,0.306
NE,S. pombe,0.0525
NE,S. pombe,0.1492
NE,S. pombe,0.1996
NE,S. pombe,0.0994
NE,S. pombe,0.0588
NE,S. pombe,0.0964
NE,S. pombe,0.0508
NE,S. pombe,0.0509
NE,S. pombe,0.103
NE,S. pombe,0.0848
NE,S. pombe,0.1905
NE,S. pombe,0.01425
NE,S. pombe,0.0385
NE,S. pombe,0.2658
NE,S. pombe,0.3226
NE,S. pombe,0.093
NE,S. pombe,0.3835
NE,S. pombe,0.0354
NE,S. pombe,0.1747
NE,S. pombe,0.123
NE,S. pombe,0.0608
NE,S. pombe,0.0595
NE,S. pombe,0.0481
NE,S. pombe,0.2598
NE,S. pombe,0.1064
NE,S. pombe,0.3089
NE,S. pombe,0.106
NE,S. pombe,0.1015
NE,S. pombe,0.1968
NE,S. pombe,0.109
NE,S. pombe,0.1962
NE,S. pombe,0.1612
NE,S. pombe,0.1104
NE,S. pombe,0.1921
NE,S. pombe,0.0695
NE,S. pombe,0.1453
NE,S. pombe,0.1238
NE,S. pombe,0.1407
NE,S. pombe,0.0726
NE,S. pombe,0.0725
NE,S. pombe,0.1897
NE,S. pombe,0.0512
NE,S. pombe,0.1974
NE,S. pombe,0.2159
NE,S. pombe,0.1567
NE,S. pombe,0.2475
NE,S. pombe,0.0945
NE,S. pombe,0.2265
NE,S. pombe,0.1494
NE,S. pombe,0.1837
NE,S. pombe,0.1933
NE,S. pombe,0.1269
NE,S. pombe,0.07125000000000001
NE,S. pombe,0.06955
NE,S. pombe,0.06755
NE,S. pombe,0.1415
NE,S. pombe,0.0971
NE,S. pombe,0.1285
NE,S. pombe,0.1462
NE,S. pombe,0.0428
NE,S. pombe,0.1337
NE,S. pombe,0.1455
NE,S. pombe,0.076
NE,S. pombe,0.1425
NE,S. pombe,0.0659
NE,S. pombe,0.1107
NE,S. pombe,0.2142
NE,S. pombe,0.1004
NE,S. pombe,0.0696
NE,S. pombe,0.2008
NE,S. pombe,0.2489
NE,S. pombe,0.0892
NE,S. pombe,0.1204
NE,S. pombe,0.1101
NE,S. pombe,0.04605
NE,S. pombe,0.0775
NE,S. pombe,0.1566
NE,S. pombe,0.109
NE,S. pombe,0.231
NE,S. pombe,0.0342
NE,S. pombe,0.0755
NE,S. pombe,0.1526
NE,S. pombe,0.2086
NE,S. pombe,0.4095
NE,S. pombe,0.1026
NE,S. pombe,0.2118
NE,S. pombe,0.0382
NE,S. pombe,0.1001
NE,S. pombe,0.24685
NE,S. pombe,0.0908
NE,S. pombe,0.1114
NE,S. pombe,0.0371
NE,S. pombe,0.2404
NE,S. pombe,0.1037
NE,S. pombe,0.2525
NE,S. pombe,0.089
NE,S. pombe,0.0701
NE,S. pombe,0.1343
NE,S. pombe,0.1736
NE,S. pombe,0.063
NE,S. pombe,0.1208
NE,S. pombe,0.0707
NE,S. pombe,0.36225
NE,S. pombe,0.0832
NE,S. pombe,0.035
NE,S. pombe,0.1182
NE,S. pombe,0.1006
NE,S. pombe,0.1811
NE,S. pombe,0.2399
NE,S. pombe,0.1522
NE,S. pombe,0.233
NE,S. pombe,0.1071
NE,S. pombe,0.0483
NE,S. pombe,0.1005
NE,S. pombe,0.078
NE,S. pombe,0.1235
NE,S. pombe,0.05215
NE,S. pombe,0.1152
NE,S. pombe,0.1017
NE,S. pombe,0.07345
NE,S. pombe,0.1127
NE,S. pombe,0.0927
NE,S. pombe,0.1033
NE,S. pombe,0.1546
NE,S. pombe,0.10075
NE,S. pombe,0.2279
NE,S. pombe,0.1561
NE,S. pombe,0.1527
NE,S. pombe,0.115
NE,S. pombe,0.0607
NE,S. pombe,0.0945
NE,S. pombe,0.2837
NE,S. pombe,0.19945000000000002
NE,S. pombe,0.0923
NE,S. pombe,0.2815
NE,S. pombe,0.2359
NE,S. pombe,0.3307
NE,S. pombe,0.1349
NE,S. pombe,0.1126
NE,S. pombe,0.1523
NE,S. pombe,0.1418
NE,S. pombe,0.182
NE,S. pombe,0.5634
NE,S. pombe,0.0829
NE,S. pombe,0.0826
NE,S. pombe,0.1995
NE,S. pombe,0.29885
NE,S. pombe,0.19695000000000001
NE,S. pombe,0.1846
NE,S. pombe,0.2216
NE,S. pombe,0.1641
NE,S. pombe,0.1234
NE,S. pombe,0.1409
NE,S. pombe,0.2679
NE,S. pombe,0.1144
NE,S. pombe,0.0477
NE,S. pombe,0.0467
NE,S. pombe,0.2239
NE,S. pombe,0.0843
NE,S. pombe,0.0927
NE,S. pombe,0.0537
NE,S. pombe,0.0794
NE,S. pombe,0.0343
NE,S. pombe,0.1072
NE,S. pombe,0.0933
NE,S. pombe,0.1371
NE,S. pombe,0.2316
NE,S. pombe,0.1984
NE,S. pombe,0.5258
NE,S. pombe,0.0433
NE,S. pombe,0.0441
NE,S. pombe,0.08865
NE,S. pombe,0.1502
NE,S. pombe,0.0775
NE,S. pombe,0.1163
NE,S. pombe,0.1228
NE,S. pombe,0.1271
NE,S. pombe,0.2831
NE,S. pombe,0.0226
NE,S. pombe,0.1358
NE,S. pombe,0.0766
NE,S. pombe,0.2384
NE,S. pombe,0.09315000000000001
NE,S. pombe,0.1292
NE,S. pombe,0.16325
NE,S. pombe,0.064
NE,S. pombe,0.14634999999999998
NE,S. pombe,0.2612
NE,S. pombe,0.0405
NE,S. pombe,0.2301
NE,S. pombe,0.1522
NE,S. pombe,0.0719
NE,S. pombe,0.1645
NE,S. pombe,0.209
NE,S. pombe,0.0601
NE,S. pombe,0.0944
NE,S. pombe,0.1336
NE,S. pombe,0.2069
NE,S. pombe,0.0595
NE,S. pombe,0.2459
NE,S. pombe,0.1788
NE,S. pombe,0.0954
NE,S. pombe,0.1938
NE,S. pombe,0.1317
NE,S. pombe,0.0828
NE,S. pombe,0.0574
NE,S. pombe,0.0448
NE,S. pombe,0.1839
NE,S. pombe,0.0794
NE,S. pombe,0.0795
NE,S. pombe,0.1224
NE,S. pombe,0.0898
NE,S. pombe,0.2124
NE,S. pombe,0.2236
NE,S. pombe,0.4544
NE,S. pombe,0.1688
NE,S. pombe,0.2611
NE,S. pombe,0.1743
NE,S. pombe,0.0792
NE,S. pombe,0.0831
NE,S. pombe,0.0986
NE,S. pombe,0.119
NE,S. pombe,0.1006
NE,S. pombe,0.0758
NE,S. pombe,0.0934
NE,S. pombe,0.1958
NE,S. pombe,0.127
NE,S. pombe,0.3917
NE,S. pombe,0.179
NE,S. pombe,0.21889999999999998
NE,S. pombe,0.0956
NE,S. pombe,0.24855
NE,S. pombe,0.1155
NE,S. pombe,0.1431
NE,S. pombe,0.2422
NE,S. pombe,0.158
NE,S. pombe,0.0925
NE,S. pombe,0.2223
NE,S. pombe,0.2323
NE,S. pombe,0.1718
NE,S. pombe,0.2254
NE,S. pombe,0.0529
NE,S. pombe,0.1763
NE,S. pombe,0.0722
NE,S. pombe,0.19695000000000001
NE,S. pombe,0.3094
NE,S. pombe,0.0435
NE,S. pombe,0.144
NE,S. pombe,0.1002
NE,S. pombe,0.1479
NE,S. pombe,0.179
NE,S. pombe,0.1249
NE,S. pombe,0.0761
NE,S. pombe,0.2266
NE,S. pombe,0.1363
NE,S. pombe,0.1593
NE,S. pombe,0.0713
NE,S. pombe,0.0957
NE,S. pombe,0.1065
NE,S. pombe,0.1401
NE,S. pombe,0.0398
NE,S. pombe,0.0573
NE,S. pombe,0.0589
NE,S. pombe,0.1984
NE,S. pombe,0.2349
NE,S. pombe,0.0728
NE,S. pombe,0.1195
NE,S. pombe,0.0612
NE,S. pombe,0.1656
NE,S. pombe,0.057
NE,S. pombe,0.1546
NE,S. pombe,0.09365000000000001
NE,S. pombe,0.118
NE,S. pombe,0.1634
NE,S. pombe,0.109
NE,S. pombe,0.1629
NE,S. pombe,0.0539
NE,S. pombe,0.2668
NE,S. pombe,0.0935
NE,S. pombe,0.1453
NE,S. pombe,0.11775
NE,S. pombe,0.0916
NE,S. pombe,0.1696
NE,S. pombe,0.1141
NE,S. pombe,0.1567
NE,S. pombe,0.3219
NE,S. pombe,0.045
NE,S. pombe,0.1034
NE,S. pombe,0.079
NE,S. pombe,0.06175
NE,S. pombe,0.4535
NE,S. pombe,0.1871
NE,S. pombe,0.0704
NE,S. pombe,0.2338
NE,S. pombe,0.1376
NE,S. pombe,0.1695
NE,S. pombe,0.1821
NE,S. pombe,0.0957
NE,S. pombe,0.0946
NE,S. pombe,0.1033
NE,S. pombe,0.1848
NE,S. pombe,0.1111
NE,S. pombe,0.103
NE,S. pombe,0.0481
NE,S. pombe,0.1091
NE,S. pombe,0.1921
NE,S. pombe,0.0608
NE,S. pombe,0.1708
NE,S. pombe,0.53
NE,S. pombe,0.1498
NE,S. pombe,0.1798
NE,S. pombe,0.1819
NE,S. pombe,0.2008
NE,S. pombe,0.0756
NE,S. pombe,0.1199
NE,S. pombe,0.4433
NE,S. pombe,0.1218
NE,S. pombe,0.1066
NE,S. pombe,0.1419
NE,S. pombe,0.2798
NE,S. pombe,0.1296
NE,S. pombe,0.1167
NE,S. pombe,0.0126
NE,S. pombe,0.1288
NE,S. pombe,0.0855
NE,S. pombe,0.17915
NE,S. pombe,0.0736
NE,S. pombe,0.08574999999999999
NE,S. pombe,0.1043
NE,S. pombe,0.0682
NE,S. pombe,0.1729
NE,S. pombe,0.0636
NE,S. pombe,0.1177
NE,S. pombe,0.09584999999999999
NE,S. pombe,0.2234
NE,S. pombe,0.0922
NE,S. pombe,0.0274
NE,S. pombe,0.0705
NE,S. pombe,0.0571
NE,S. pombe,0.0898
NE,S. pombe,0.0714
NE,S. pombe,0.074
NE,S. pombe,0.1236
NE,S. pombe,0.11954999999999999
NE,S. pombe,0.0487
NE,S. pombe,0.2051
NE,S. pombe,0.2657
NE,S. pombe,0.1067
NE,S. pombe,0.2693
NE,S. pombe,0.1604
